,doc_id,sentence_id,position,text,tokens,sentence_token_count
390,tlg0388.tlg002,lagt_tlg0388.tlg002_109,109,"Ταχέως ἐλθόντες ὄρθρου ὧδε ἐπί τόν τάφον μου εὑρήσετε δύο ἄνδρας προσευχομένους,","[('Ταχέως', 'ταχεύς', 'ADV', {'div': '5'}, 0, 6), ('ἐλθόντες', 'ἔρχομαι', 'VERB', {'div': '5'}, 7, 15), ('ὄρθρου', 'ὄρθρος', 'NOUN', {'div': '5'}, 16, 22), ('ὧδε', 'ὧδε', 'ADV', {'div': '5'}, 23, 26), ('ἐπί', 'ἐπί', 'ADP', {'div': '5'}, 27, 30), ('τόν', 'ὁ', 'DET', {'div': '5'}, 31, 34), ('τάφον', 'τάφος', 'NOUN', {'div': '5'}, 35, 40), ('μου', 'ἐγώ', 'PRON', {'div': '5'}, 41, 44), ('εὑρήσετε', 'εὑρίσκω', 'VERB', {'div': '5'}, 45, 53), ('δύο', 'δύο', 'NUM', {'div': '5'}, 54, 57), ('ἄνδρας', 'ἀνήρ', 'NOUN', {'div': '5'}, 58, 64), ('προσευχομένους', 'προσευχομένους', 'VERB', {'div': '5'}, 65, 79), (',', ',', 'PUNCT', {'div': '5'}, 79, 80)]",13
391,tlg0388.tlg002,lagt_tlg0388.tlg002_110,110,Τίτον καί Λουκᾶν.,"[('Τίτον', 'τίτος', 'PROPN', {'div': '5'}, 0, 5), ('καί', 'καί', 'CCONJ', {'div': '5'}, 6, 9), ('Λουκᾶν', 'λουκᾶν', 'PROPN', {'div': '5'}, 10, 16), ('.', '.', 'PUNCT', {'div': '5'}, 16, 17)]",4
392,tlg0388.tlg002,lagt_tlg0388.tlg002_111,111,ἐκεῖνοι ὑμῖν δώσουσιν τήν ἐν κυρίῳ σφραγῖδα.,"[('ἐκεῖνοι', 'ἐκεῖνος', 'ADJ', {'div': '5'}, 0, 7), ('ὑμῖν', 'ὑμεῖς', 'PRON', {'div': '5'}, 8, 12), ('δώσουσιν', 'δίδωμι', 'VERB', {'div': '5'}, 13, 21), ('τήν', 'ὁ', 'DET', {'div': '5'}, 22, 25), ('ἐν', 'ἐν', 'ADP', {'div': '5'}, 26, 28), ('κυρίῳ', 'κύριος', 'NOUN', {'div': '5'}, 29, 34), ('σφραγῖδα', 'σφραγίς', 'NOUN', {'div': '5'}, 35, 43), ('.', '.', 'PUNCT', {'div': '5'}, 43, 44)]",8
393,tlg0388.tlg002,lagt_tlg0388.tlg002_112,112,Τότε σταθείς ὁ Παῦλος κατέναντι πρός ἀνατολάς καί ἐπάρας τάς χεῖρας εἰς τόν οὐρανόν προσεύξατο ἐπί πολύ.,"[('Τότε', 'τότε', 'ADV', {'div': '5'}, 0, 4), ('σταθείς', 'στατίθημι', 'VERB', {'div': '5'}, 5, 12), ('ὁ', 'ὁ', 'DET', {'div': '5'}, 13, 14), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '5'}, 15, 21), ('κατέναντι', 'κατέναντι', 'ADP', {'div': '5'}, 22, 31), ('πρός', 'πρός', 'ADP', {'div': '5'}, 32, 36), ('ἀνατολάς', 'ἀνατολή', 'NOUN', {'div': '5'}, 37, 45), ('καί', 'καί', 'CCONJ', {'div': '5'}, 46, 49), ('ἐπάρας', 'ἐπαίρω', 'VERB', {'div': '5'}, 50, 56), ('τάς', 'ὁ', 'DET', {'div': '5'}, 57, 60), ('χεῖρας', 'χείρ', 'NOUN', {'div': '5'}, 61, 67), ('εἰς', 'εἰς', 'ADP', {'div': '5'}, 68, 71), ('τόν', 'ὁ', 'DET', {'div': '5'}, 72, 75), ('οὐρανόν', 'οὐρανός', 'NOUN', {'div': '5'}, 76, 83), ('προσεύξατο', 'προσεύσσω', 'VERB', {'div': '5'}, 84, 94), ('ἐπί', 'ἐπί', 'ADP', {'div': '5'}, 95, 98), ('πολύ', 'πολύς', 'ADJ', {'div': '5'}, 99, 103), ('.', '.', 'PUNCT', {'div': '5'}, 103, 104)]",18
394,tlg0388.tlg002,lagt_tlg0388.tlg002_113,113,"καί κατά προσευχήν κοινολογησάμενος ἑβραϊστί τοῖς πατράσιν, προέτεινεν τόν τράχηλον μηκέτι λαλήσας.","[('καί', 'καί', 'CCONJ', {'div': '5'}, 0, 3), ('κατά', 'κατά', 'ADP', {'div': '5'}, 4, 8), ('προσευχήν', 'προσευχή', 'NOUN', {'div': '5'}, 9, 18), ('κοινολογησάμενος', 'κοινολογέομαι', 'VERB', {'div': '5'}, 19, 35), ('ἑβραϊστί', 'ἑβραϊστί', 'ADV', {'div': '5'}, 36, 44), ('τοῖς', 'ὁ', 'DET', {'div': '5'}, 45, 49), ('πατράσιν', 'πατήρ', 'NOUN', {'div': '5'}, 50, 58), (',', ',', 'PUNCT', {'div': '5'}, 58, 59), ('προέτεινεν', 'προατείνω', 'VERB', {'div': '5'}, 60, 70), ('τόν', 'ὁ', 'DET', {'div': '5'}, 71, 74), ('τράχηλον', 'τράχηλος', 'NOUN', {'div': '5'}, 75, 83), ('μηκέτι', 'μηκέτι', 'ADV', {'div': '5'}, 84, 90), ('λαλήσας', 'λαλέω', 'VERB', {'div': '5'}, 91, 98), ('.', '.', 'PUNCT', {'div': '5'}, 98, 99)]",14
395,tlg0388.tlg002,lagt_tlg0388.tlg002_114,114,"ὡς δέ ἀπετίναξεν αὐτοῦ ὁ σπεκουλάτωρ τήν κεφαλήν, γάλα ἐπύτισεν εἰς τούς χιτῶνας τοῦ στρατιώτου.","[('ὡς', 'ὡς', 'SCONJ', {'div': '5'}, 0, 2), ('δέ', 'δέ', 'ADV', {'div': '5'}, 3, 5), ('ἀπετίναξεν', 'ἀπετίναξεν', 'VERB', {'div': '5'}, 6, 16), ('αὐτοῦ', 'αὐτός', 'PRON', {'div': '5'}, 17, 22), ('ὁ', 'ὁ', 'DET', {'div': '5'}, 23, 24), ('σπεκουλάτωρ', 'σπεκουλάτωρ', 'PROPN', {'div': '5'}, 25, 36), ('τήν', 'ὁ', 'DET', {'div': '5'}, 37, 40), ('κεφαλήν', 'κεφαλή', 'NOUN', {'div': '5'}, 41, 48), (',', ',', 'PUNCT', {'div': '5'}, 48, 49), ('γάλα', 'γάλα', 'NOUN', {'div': '5'}, 50, 54), ('ἐπύτισεν', 'ἐπύτισεν', 'VERB', {'div': '5'}, 55, 63), ('εἰς', 'εἰς', 'ADP', {'div': '5'}, 64, 67), ('τούς', 'ὁ', 'DET', {'div': '5'}, 68, 72), ('χιτῶνας', 'χιτών', 'NOUN', {'div': '5'}, 73, 80), ('τοῦ', 'ὁ', 'DET', {'div': '5'}, 81, 84), ('στρατιώτου', 'στρατιώτης', 'NOUN', {'div': '5'}, 85, 95), ('.', '.', 'PUNCT', {'div': '5'}, 95, 96)]",17
396,tlg0388.tlg002,lagt_tlg0388.tlg002_115,115,ὁ δέ στρατιώτης καί πάντες οἱ παρεστῶτες ἰδόντες ἐθαύμασαν καί ἐδόξαζον τόν θεόν τόν δόντα Παύλῳ δόξαν τοιαύτην.,"[('ὁ', 'ὁ', 'DET', {'div': '5'}, 0, 1), ('δέ', 'δέ', 'ADV', {'div': '5'}, 2, 4), ('στρατιώτης', 'στρατιώτης', 'NOUN', {'div': '5'}, 5, 15), ('καί', 'καί', 'CCONJ', {'div': '5'}, 16, 19), ('πάντες', 'πᾶς', 'DET', {'div': '5'}, 20, 26), ('οἱ', 'ὁ', 'DET', {'div': '5'}, 27, 29), ('παρεστῶτες', 'παρίστημι', 'VERB', {'div': '5'}, 30, 40), ('ἰδόντες', 'ὁράω', 'VERB', {'div': '5'}, 41, 48), ('ἐθαύμασαν', 'θαυμάζω', 'VERB', {'div': '5'}, 49, 58), ('καί', 'καί', 'CCONJ', {'div': '5'}, 59, 62), ('ἐδόξαζον', 'δοξάζω', 'VERB', {'div': '5'}, 63, 71), ('τόν', 'ὁ', 'DET', {'div': '5'}, 72, 75), ('θεόν', 'θεός', 'NOUN', {'div': '5'}, 76, 80), ('τόν', 'ὁ', 'DET', {'div': '5'}, 81, 84), ('δόντα', 'δίδωμι', 'VERB', {'div': '5'}, 85, 90), ('Παύλῳ', 'παῦλος', 'PROPN', {'div': '5'}, 91, 96), ('δόξαν', 'δόξα', 'NOUN', {'div': '5'}, 97, 102), ('τοιαύτην', 'τοιοῦτος', 'DET', {'div': '5'}, 103, 111), ('.', '.', 'PUNCT', {'div': '5'}, 111, 112)]",19
397,tlg0388.tlg002,lagt_tlg0388.tlg002_116,116,καί ἀπελθόντες ἀπήγγειλαν τῷ Καίσαρι τά γεγονότα.,"[('καί', 'καί', 'CCONJ', {'div': '5'}, 0, 3), ('ἀπελθόντες', 'ἀπέρχομαι', 'VERB', {'div': '5'}, 4, 14), ('ἀπήγγειλαν', 'ἀπαγγέλλω', 'VERB', {'div': '5'}, 15, 25), ('τῷ', 'ὁ', 'DET', {'div': '5'}, 26, 28), ('Καίσαρι', 'καῖσαρ', 'NOUN', {'div': '5'}, 29, 36), ('τά', 'ὁ', 'DET', {'div': '5'}, 37, 39), ('γεγονότα', 'γίγνομαι', 'VERB', {'div': '5'}, 40, 48), ('.', '.', 'PUNCT', {'div': '5'}, 48, 49)]",8
398,tlg0388.tlg002,lagt_tlg0388.tlg002_117,117,"Κακείνου ἀκούσαντος καί ἐπί πολύ θαυμάζοντος καί διαποροῦντος, ἦλθεν ὁ Παῦλος περί ὥραν ἐννάτην ἑστώτων πολλῶν μετά τοῦ Καίσαρος φιλοσόφων καί τοῦ κεντυρίωνος,","[('Κακείνου', 'κακείνος', 'ADJ', {'div': '6'}, 0, 8), ('ἀκούσαντος', 'ἀκούσαντος', 'VERB', {'div': '6'}, 9, 19), ('καί', 'καί', 'CCONJ', {'div': '6'}, 20, 23), ('ἐπί', 'ἐπί', 'ADP', {'div': '6'}, 24, 27), ('πολύ', 'πολύς', 'ADJ', {'div': '6'}, 28, 32), ('θαυμάζοντος', 'θαυμάζω', 'VERB', {'div': '6'}, 33, 44), ('καί', 'καί', 'CCONJ', {'div': '6'}, 45, 48), ('διαποροῦντος', 'διαποροῦντος', 'VERB', {'div': '6'}, 49, 61), (',', ',', 'PUNCT', {'div': '6'}, 61, 62), ('ἦλθεν', 'ἔρχομαι', 'VERB', {'div': '6'}, 63, 68), ('ὁ', 'ὁ', 'DET', {'div': '6'}, 69, 70), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '6'}, 71, 77), ('περί', 'περί', 'ADP', {'div': '6'}, 78, 82), ('ὥραν', 'ὥρα', 'NOUN', {'div': '6'}, 83, 87), ('ἐννάτην', 'ἐννάτης', 'ADJ', {'div': '6'}, 88, 95), ('ἑστώτων', 'ἵστημι', 'VERB', {'div': '6'}, 96, 103), ('πολλῶν', 'πολύς', 'ADJ', {'div': '6'}, 104, 110), ('μετά', 'μετά', 'ADP', {'div': '6'}, 111, 115), ('τοῦ', 'ὁ', 'DET', {'div': '6'}, 116, 119), ('Καίσαρος', 'καῖσαρ', 'NOUN', {'div': '6'}, 120, 128), ('φιλοσόφων', 'φιλόσοφος', 'NOUN', {'div': '6'}, 129, 138), ('καί', 'καί', 'CCONJ', {'div': '6'}, 139, 142), ('τοῦ', 'ὁ', 'DET', {'div': '6'}, 143, 146), ('κεντυρίωνος', 'κεντυρίωνος', 'NOUN', {'div': '6'}, 147, 158), (',', ',', 'PUNCT', {'div': '6'}, 158, 159)]",25
399,tlg0388.tlg002,lagt_tlg0388.tlg002_118,118,καί ἔστη ἔμπροσθεν πάντων καί εἶπεν.,"[('καί', 'καί', 'CCONJ', {'div': '6'}, 0, 3), ('ἔστη', 'ἵστημι', 'VERB', {'div': '6'}, 4, 8), ('ἔμπροσθεν', 'ἔμπροσθεν', 'ADP', {'div': '6'}, 9, 18), ('πάντων', 'πᾶς', 'ADJ', {'div': '6'}, 19, 25), ('καί', 'καί', 'CCONJ', {'div': '6'}, 26, 29), ('εἶπεν', 'λέγω', 'VERB', {'div': '6'}, 30, 35), ('.', '.', 'PUNCT', {'div': '6'}, 35, 36)]",7
400,tlg0388.tlg002,lagt_tlg0388.tlg002_119,119,"Καῖσαρ, ἰδού Παῦλος, ὁ τοῦ θεοῦ στρατιώτης, οὐκ ἀπέθανον,","[('Καῖσαρ', 'καῖσαρ', 'NOUN', {'div': '6'}, 0, 6), (',', ',', 'PUNCT', {'div': '6'}, 6, 7), ('ἰδού', 'ἰδού', 'INTJ', {'div': '6'}, 8, 12), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '6'}, 13, 19), (',', ',', 'PUNCT', {'div': '6'}, 19, 20), ('ὁ', 'ὁ', 'DET', {'div': '6'}, 21, 22), ('τοῦ', 'ὁ', 'DET', {'div': '6'}, 23, 26), ('θεοῦ', 'θεός', 'NOUN', {'div': '6'}, 27, 31), ('στρατιώτης', 'στρατιώτης', 'NOUN', {'div': '6'}, 32, 42), (',', ',', 'PUNCT', {'div': '6'}, 42, 43), ('οὐκ', 'οὐ', 'ADV', {'div': '6'}, 44, 47), ('ἀπέθανον', 'ἀποθνῄσκω', 'VERB', {'div': '6'}, 48, 56), (',', ',', 'PUNCT', {'div': '6'}, 56, 57)]",13
401,tlg0388.tlg002,lagt_tlg0388.tlg002_120,120,ἀλλά ζῶ ἐν τῷ θεῷ μου.,"[('ἀλλά', 'ἀλλά', 'CCONJ', {'div': '6'}, 0, 4), ('ζῶ', 'ζῶ', 'VERB', {'div': '6'}, 5, 7), ('ἐν', 'ἐν', 'ADP', {'div': '6'}, 8, 10), ('τῷ', 'ὁ', 'DET', {'div': '6'}, 11, 13), ('θεῷ', 'θεός', 'NOUN', {'div': '6'}, 14, 17), ('μου', 'ἐγώ', 'PRON', {'div': '6'}, 18, 21), ('.', '.', 'PUNCT', {'div': '6'}, 21, 22)]",7
402,tlg0388.tlg002,lagt_tlg0388.tlg002_121,121,"σοί δέ πολλά ἔσται κακά καί μεγάλη κόλασις, ἄθλιε,","[('σοί', 'σύ', 'PRON', {'div': '6'}, 0, 3), ('δέ', 'δέ', 'ADV', {'div': '6'}, 4, 6), ('πολλά', 'πολύς', 'ADJ', {'div': '6'}, 7, 12), ('ἔσται', 'εἰμί', 'AUX', {'div': '6'}, 13, 18), ('κακά', 'κακός', 'ADJ', {'div': '6'}, 19, 23), ('καί', 'καί', 'CCONJ', {'div': '6'}, 24, 27), ('μεγάλη', 'μέγας', 'ADJ', {'div': '6'}, 28, 34), ('κόλασις', 'κόλασις', 'NOUN', {'div': '6'}, 35, 42), (',', ',', 'PUNCT', {'div': '6'}, 42, 43), ('ἄθλιε', 'ἄθλιος', 'ADJ', {'div': '6'}, 44, 49), (',', ',', 'PUNCT', {'div': '6'}, 49, 50)]",11
403,tlg0388.tlg002,lagt_tlg0388.tlg002_122,122,"ἀνθ’ ὧν δικαίων αἷμα ἀδίκως ἐξέχεας, οὐ μετά πολλάς ἡμέρας ταύτας.","[('ἀνθ', 'ἀνθ', 'ADP', {'div': '6'}, 0, 3), ('’', '’', 'ADP', {'div': '6'}, 3, 4), ('ὧν', 'ὅς', 'PRON', {'div': '6'}, 5, 7), ('δικαίων', 'δίκαιος', 'ADJ', {'div': '6'}, 8, 15), ('αἷμα', 'αἷμα', 'NOUN', {'div': '6'}, 16, 20), ('ἀδίκως', 'ἀδίκως', 'ADV', {'div': '6'}, 21, 27), ('ἐξέχεας', 'ἐξέχεας', 'VERB', {'div': '6'}, 28, 35), (',', ',', 'PUNCT', {'div': '6'}, 35, 36), ('οὐ', 'οὐ', 'ADV', {'div': '6'}, 37, 39), ('μετά', 'μετά', 'ADP', {'div': '6'}, 40, 44), ('πολλάς', 'πολύς', 'ADJ', {'div': '6'}, 45, 51), ('ἡμέρας', 'ἡμέρα', 'NOUN', {'div': '6'}, 52, 58), ('ταύτας', 'οὗτος', 'DET', {'div': '6'}, 59, 65), ('.', '.', 'PUNCT', {'div': '6'}, 65, 66)]",14
404,tlg0388.tlg002,lagt_tlg0388.tlg002_123,123,Καί ταῦτα εἰπών ὁ Παῦλος ἀπῆλθεν ἀπ᾽ αἰτοῦ.,"[('Καί', 'καί', 'CCONJ', {'div': '6'}, 0, 3), ('ταῦτα', 'οὗτος', 'ADJ', {'div': '6'}, 4, 9), ('εἰπών', 'λέγω', 'VERB', {'div': '6'}, 10, 15), ('ὁ', 'ὁ', 'DET', {'div': '6'}, 16, 17), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '6'}, 18, 24), ('ἀπῆλθεν', 'ἀπέρχομαι', 'VERB', {'div': '6'}, 25, 32), ('ἀπ᾽', 'ἀπ᾽', 'ADP', {'div': '6'}, 33, 36), ('αἰτοῦ', 'αἰτός', 'NOUN', {'div': '6'}, 37, 42), ('.', '.', 'PUNCT', {'div': '6'}, 42, 43)]",9
405,tlg0388.tlg002,lagt_tlg0388.tlg002_124,124,"ὁ δέ Νέρων ἀκούσας καί ταραχθείς σφόδρα ἐκέλευσεν λυθῆναι τούς δεσμίους,","[('ὁ', 'ὁ', 'DET', {'div': '6'}, 0, 1), ('δέ', 'δέ', 'ADV', {'div': '6'}, 2, 4), ('Νέρων', 'νέρων', 'PROPN', {'div': '6'}, 5, 10), ('ἀκούσας', 'ἀκούω', 'VERB', {'div': '6'}, 11, 18), ('καί', 'καί', 'CCONJ', {'div': '6'}, 19, 22), ('ταραχθείς', 'ταράσσω', 'VERB', {'div': '6'}, 23, 32), ('σφόδρα', 'σφόδρα', 'ADV', {'div': '6'}, 33, 39), ('ἐκέλευσεν', 'κελεύω', 'VERB', {'div': '6'}, 40, 49), ('λυθῆναι', 'λύω', 'VERB', {'div': '6'}, 50, 57), ('τούς', 'ὁ', 'DET', {'div': '6'}, 58, 62), ('δεσμίους', 'δέσμιος', 'NOUN', {'div': '6'}, 63, 71), (',', ',', 'PUNCT', {'div': '6'}, 71, 72)]",12
406,tlg0388.tlg002,lagt_tlg0388.tlg002_125,125,καί τόν Πάτροκλον καί τούς περί τόν Βαρσαβᾶν.,"[('καί', 'καί', 'CCONJ', {'div': '6'}, 0, 3), ('τόν', 'ὁ', 'DET', {'div': '6'}, 4, 7), ('Πάτροκλον', 'πάτροκλος', 'PROPN', {'div': '6'}, 8, 17), ('καί', 'καί', 'CCONJ', {'div': '6'}, 18, 21), ('τούς', 'ὁ', 'DET', {'div': '6'}, 22, 26), ('περί', 'περί', 'ADP', {'div': '6'}, 27, 31), ('τόν', 'ὁ', 'DET', {'div': '6'}, 32, 35), ('Βαρσαβᾶν', 'βαρσαβᾶς', 'PROPN', {'div': '6'}, 36, 44), ('.', '.', 'PUNCT', {'div': '6'}, 44, 45)]",9
407,tlg0388.tlg002,lagt_tlg0388.tlg002_126,126,"Καί ὡς ἐτάξατο Παῦλος, ὄρθρου πορευθέντες ὁ Λόγγος καί ὁ κεντυρίων Κέστος μετά φόβου προσήρχοντο τῷ τάφῳ Παύλου.","[('Καί', 'καί', 'CCONJ', {'div': '7'}, 0, 3), ('ὡς', 'ὡς', 'SCONJ', {'div': '7'}, 4, 6), ('ἐτάξατο', 'τάσσω', 'VERB', {'div': '7'}, 7, 14), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '7'}, 15, 21), (',', ',', 'PUNCT', {'div': '7'}, 21, 22), ('ὄρθρου', 'ὄρθρος', 'NOUN', {'div': '7'}, 23, 29), ('πορευθέντες', 'πορεύομαι', 'VERB', {'div': '7'}, 30, 41), ('ὁ', 'ὁ', 'DET', {'div': '7'}, 42, 43), ('Λόγγος', 'λόγγος', 'PROPN', {'div': '7'}, 44, 50), ('καί', 'καί', 'CCONJ', {'div': '7'}, 51, 54), ('ὁ', 'ὁ', 'DET', {'div': '7'}, 55, 56), ('κεντυρίων', 'κεντυρίων', 'NOUN', {'div': '7'}, 57, 66), ('Κέστος', 'κέστος', 'PROPN', {'div': '7'}, 67, 73), ('μετά', 'μετά', 'ADP', {'div': '7'}, 74, 78), ('φόβου', 'φόβος', 'NOUN', {'div': '7'}, 79, 84), ('προσήρχοντο', 'προσέρχομαι', 'VERB', {'div': '7'}, 85, 96), ('τῷ', 'ὁ', 'DET', {'div': '7'}, 97, 99), ('τάφῳ', 'τάφος', 'NOUN', {'div': '7'}, 100, 104), ('Παύλου', 'παῦλος', 'PROPN', {'div': '7'}, 105, 111), ('.', '.', 'PUNCT', {'div': '7'}, 111, 112)]",20
408,tlg0388.tlg002,lagt_tlg0388.tlg002_127,127,"ἐπιστάντες δέ εἶδον δύο ἄνδρας προσευχομένους, καί μέσον Παῦλον,","[('ἐπιστάντες', 'ἐφίστημι', 'VERB', {'div': '7'}, 0, 10), ('δέ', 'δέ', 'ADV', {'div': '7'}, 11, 13), ('εἶδον', 'ὁράω', 'VERB', {'div': '7'}, 14, 19), ('δύο', 'δύο', 'NUM', {'div': '7'}, 20, 23), ('ἄνδρας', 'ἀνήρ', 'NOUN', {'div': '7'}, 24, 30), ('προσευχομένους', 'προσευχομένους', 'VERB', {'div': '7'}, 31, 45), (',', ',', 'PUNCT', {'div': '7'}, 45, 46), ('καί', 'καί', 'CCONJ', {'div': '7'}, 47, 50), ('μέσον', 'μέσος', 'ADJ', {'div': '7'}, 51, 56), ('Παῦλον', 'παῦλος', 'PROPN', {'div': '7'}, 57, 63), (',', ',', 'PUNCT', {'div': '7'}, 63, 64)]",11
409,tlg0388.tlg002,lagt_tlg0388.tlg002_128,128,"ὥστε αὐτούς ἰδόντας τό παράδοξον θαῦμα ἐκπλαγῆναι, τόν δέ Τίτον καί Λουκᾶν φόβῳ συσχεθέντας ἀνθρωπίνῳ ἰδόντας τόν Λόγγον καί τόν Κέστον πρός αὐτούς ἐρχομένους εἰς φυγήν τραπῆναι, τῶν δέ διωκόντων λεγόντων.","[('ὥστε', 'ὥστε', 'SCONJ', {'div': '7'}, 0, 4), ('αὐτούς', 'αὐτός', 'PRON', {'div': '7'}, 5, 11), ('ἰδόντας', 'ὁράω', 'VERB', {'div': '7'}, 12, 19), ('τό', 'ὁ', 'DET', {'div': '7'}, 20, 22), ('παράδοξον', 'παράδοξος', 'ADJ', {'div': '7'}, 23, 32), ('θαῦμα', 'θαῦμα', 'NOUN', {'div': '7'}, 33, 38), ('ἐκπλαγῆναι', 'ἐκπλήσσω', 'VERB', {'div': '7'}, 39, 49), (',', ',', 'PUNCT', {'div': '7'}, 49, 50), ('τόν', 'ὁ', 'DET', {'div': '7'}, 51, 54), ('δέ', 'δέ', 'ADV', {'div': '7'}, 55, 57), ('Τίτον', 'τίτος', 'PROPN', {'div': '7'}, 58, 63), ('καί', 'καί', 'CCONJ', {'div': '7'}, 64, 67), ('Λουκᾶν', 'λουκᾶν', 'PROPN', {'div': '7'}, 68, 74), ('φόβῳ', 'φόβος', 'NOUN', {'div': '7'}, 75, 79), ('συσχεθέντας', 'συσχεθέντας', 'VERB', {'div': '7'}, 80, 91), ('ἀνθρωπίνῳ', 'ἀνθρώπινος', 'ADJ', {'div': '7'}, 92, 101), ('ἰδόντας', 'ὁράω', 'VERB', {'div': '7'}, 102, 109), ('τόν', 'ὁ', 'DET', {'div': '7'}, 110, 113), ('Λόγγον', 'λόγγος', 'PROPN', {'div': '7'}, 114, 120), ('καί', 'καί', 'CCONJ', {'div': '7'}, 121, 124), ('τόν', 'ὁ', 'DET', {'div': '7'}, 125, 128), ('Κέστον', 'κέστος', 'PROPN', {'div': '7'}, 129, 135), ('πρός', 'πρός', 'ADP', {'div': '7'}, 136, 140), ('αὐτούς', 'αὐτός', 'PRON', {'div': '7'}, 141, 147), ('ἐρχομένους', 'ἔρχομαι', 'VERB', {'div': '7'}, 148, 158), ('εἰς', 'εἰς', 'ADP', {'div': '7'}, 159, 162), ('φυγήν', 'φυγή', 'NOUN', {'div': '7'}, 163, 168), ('τραπῆναι', 'τρέπω', 'VERB', {'div': '7'}, 169, 177), (',', ',', 'PUNCT', {'div': '7'}, 177, 178), ('τῶν', 'ὁ', 'DET', {'div': '7'}, 179, 182), ('δέ', 'δέ', 'ADV', {'div': '7'}, 183, 185), ('διωκόντων', 'διώκω', 'VERB', {'div': '7'}, 186, 195), ('λεγόντων', 'λέγω', 'VERB', {'div': '7'}, 196, 204), ('.', '.', 'PUNCT', {'div': '7'}, 204, 205)]",34
410,tlg0388.tlg002,lagt_tlg0388.tlg002_129,129,"Οὐ διώκομεν ὑμᾶς εἰς θάνατον, ὡς ὑπονοεῖτε, μακάριοι θεοῦ ἄνθρωποι,","[('Οὐ', 'οὐ', 'ADV', {'div': '7'}, 0, 2), ('διώκομεν', 'διώκω', 'VERB', {'div': '7'}, 3, 11), ('ὑμᾶς', 'ὑμεῖς', 'PRON', {'div': '7'}, 12, 16), ('εἰς', 'εἰς', 'ADP', {'div': '7'}, 17, 20), ('θάνατον', 'θάνατος', 'NOUN', {'div': '7'}, 21, 28), (',', ',', 'PUNCT', {'div': '7'}, 28, 29), ('ὡς', 'ὡς', 'ADV', {'div': '7'}, 30, 32), ('ὑπονοεῖτε', 'ὑπονοέω', 'VERB', {'div': '7'}, 33, 42), (',', ',', 'PUNCT', {'div': '7'}, 42, 43), ('μακάριοι', 'μακάριος', 'ADJ', {'div': '7'}, 44, 52), ('θεοῦ', 'θεός', 'NOUN', {'div': '7'}, 53, 57), ('ἄνθρωποι', 'ἄνθρωπος', 'NOUN', {'div': '7'}, 58, 66), (',', ',', 'PUNCT', {'div': '7'}, 66, 67)]",13
411,tlg0388.tlg002,lagt_tlg0388.tlg002_130,130,"ἀλλ᾽ εἰς ζωήν,","[('ἀλλ᾽', 'ἀλλ᾽', 'CCONJ', {'div': '7'}, 0, 4), ('εἰς', 'εἰς', 'ADP', {'div': '7'}, 5, 8), ('ζωήν', 'ζωή', 'NOUN', {'div': '7'}, 9, 13), (',', ',', 'PUNCT', {'div': '7'}, 13, 14)]",4
412,tlg0388.tlg002,lagt_tlg0388.tlg002_131,131,"ἵνα ἡμῖν δῶτε, ὡς ἐπηγγείλατο ἡμῖν Παῦλος, ὅν ἴδομεν μέσον ὑμῶν πρό μικροῦ ἑστῶτα καί προσευχόμενον.","[('ἵνα', 'ἵνα', 'SCONJ', {'div': '7'}, 0, 3), ('ἡμῖν', 'ἡμεῖς', 'PRON', {'div': '7'}, 4, 8), ('δῶτε', 'δίδωμι', 'VERB', {'div': '7'}, 9, 13), (',', ',', 'PUNCT', {'div': '7'}, 13, 14), ('ὡς', 'ὡς', 'ADV', {'div': '7'}, 15, 17), ('ἐπηγγείλατο', 'ἐπαγγέλλομαι', 'VERB', {'div': '7'}, 18, 29), ('ἡμῖν', 'ἡμεῖς', 'PRON', {'div': '7'}, 30, 34), ('Παῦλος', 'παῦλος', 'PROPN', {'div': '7'}, 35, 41), (',', ',', 'PUNCT', {'div': '7'}, 41, 42), ('ὅν', 'ὅς', 'PRON', {'div': '7'}, 43, 45), ('ἴδομεν', 'ὁράω', 'VERB', {'div': '7'}, 46, 52), ('μέσον', 'μέσος', 'ADJ', {'div': '7'}, 53, 58), ('ὑμῶν', 'ὑμεῖς', 'PRON', {'div': '7'}, 59, 63), ('πρό', 'πρό', 'ADP', {'div': '7'}, 64, 67), ('μικροῦ', 'μικρός', 'ADJ', {'div': '7'}, 68, 74), ('ἑστῶτα', 'ἵστημι', 'VERB', {'div': '7'}, 75, 81), ('καί', 'καί', 'CCONJ', {'div': '7'}, 82, 85), ('προσευχόμενον', 'προσεύχομαι', 'VERB', {'div': '7'}, 86, 99), ('.', '.', 'PUNCT', {'div': '7'}, 99, 100)]",19
